Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
34,"MR Heupel, CA Simpfendorfer, R Fitzpatrick","Large–scale movement and reef fidelity of grey reef sharks",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=17777424966236782697&as_sdt=5,30&sciodt=0,30&hl=en&num=20",540,2013-04-26,"HTML"
34,"DA Jessup, MA Miller, JP Ryan, HM Nevins…","Mass stranding of marine birds caused by a surfactant-producing red tide",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6291257463014057504&as_sdt=5,30&sciodt=0,30&hl=en&num=20",904,2013-04-26,"HTML"
34,"M Massaro, A Starling-Windhof, JV Briskie, TE Martin","Introduced mammalian predators induce behavioural changes in parental care in an endemic New Zealand bird",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=10756624194555830771&as_sdt=5,30&sciodt=0,30&hl=en&num=20",931,2013-04-26,"HTML"
33,"B Amengual, H Bourhy, M López-Roig, J Serra-Cobo","Temporal dynamics of European bat Lyssavirus type 1 and survival of Myotis myotis bats in natural colonies",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=15190745046078669329&as_sdt=5,30&sciodt=0,30&hl=en&num=20",170,2013-04-26,"HTML"
33,"S Caut, E Guirlet, E Angulo, K Das, M Girondot","Isotope analysis reveals foraging area dichotomy for Atlantic leatherback turtles",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=14067462372636652433&as_sdt=5,30&sciodt=0,30&hl=en&num=20",292,2013-04-26,"HTML"
33,"AH Grosman, A Janssen, EF de Brito, EG Cordeiro…","Parasitoid increases survival of its pupae by inducing hosts to fight predators",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=8050905763190041231&as_sdt=5,30&sciodt=0,30&hl=en&num=20",531,2013-04-26,"HTML"
33,"RL Kendal, JR Kendal, W Hoppitt, KN Laland","Identifying social learning in animal populations: a new 'option-bias' method",2009,"Plos One","dx.plos.org","","http://scholar.google.com/scholar?cites=15092235322276999936&as_sdt=5,30&sciodt=0,30&hl=en&num=20",653,2013-04-26,"HTML"
33,"ECE Kvennefors, E Sampayo, T Ridgway, AC Barnes…","Bacterial communities of two ubiquitous Great Barrier Reef corals reveals both site-and species-specificity of common bacterial associates",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=16986123269832077667&as_sdt=5,30&sciodt=0,30&hl=en&num=20",797,2013-04-26,"HTML"
33,"Y Zhang, X Zhou, X Ge, J Jiang, M Li, S Jia, X Yang…","Insect-specific microRNA involved in the development of the silkworm Bombyx mori",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=17083089484598003364&as_sdt=5,30&sciodt=0,30&hl=en&num=20",929,2013-04-26,"HTML"
32,"PD Etter, JL Preston, S Bassham, WA Cresko…","Local de novo assembly of RAD paired-end contigs using short sequencing reads",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=12450652212955526041&as_sdt=5,30&sciodt=0,30&hl=en&num=20",140,2013-04-26,"HTML"
32,"J Pérez-Tris, O Hellgren, A Križanauskienė…","Within-host speciation of malaria parasites",2007,"PloS One","dx.plos.org","","http://scholar.google.com/scholar?cites=3448706456708877437&as_sdt=5,30&sciodt=0,30&hl=en&num=20",179,2013-04-26,"HTML"
32,"P Christiansen","Evolution of skull and mandible shape in cats (Carnivora: Felidae)",2008,"Plos One","dx.plos.org","","http://scholar.google.com/scholar?cites=9099797895962045139&as_sdt=5,30&sciodt=0,30&hl=en&num=20",257,2013-04-26,"HTML"
32,"HE Copeland, KE Doherty, DE Naugle, A Pocewicz…","Mapping oil and gas development potential in the US Intermountain West and estimating impacts to species",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=8420879922331438425&as_sdt=5,30&sciodt=0,30&hl=en&num=20",333,2013-04-26,"HTML"
32,"S Langenheder, MT Bulling, M Solan, JI Prosser","Bacterial biodiversity-ecosystem functioning relations are modified by environmental complexity",2010,"PLoS one","dx.plos.org","","http://scholar.google.com/scholar?cites=13723197895011319850&as_sdt=5,30&sciodt=0,30&hl=en&num=20",348,2013-04-26,"HTML"
32,"MJH van Oppen, A Lutz, G De'ath, L Peplow…","Genetic traces of recent long-distance dispersal in a predominantly self-recruiting coral",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=13365999224938145336&as_sdt=5,30&sciodt=0,30&hl=en&num=20",421,2013-04-26,"HTML"
32,"K Osborne, AM Dolman, SC Burgess, KA Johns","Disturbance and the dynamics of coral cover on the Great Barrier Reef (1995–2009)",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=15586980858623712324&as_sdt=5,30&sciodt=0,30&hl=en&num=20",557,2013-04-26,"HTML"
32,"CL Wei, GT Rowe, E Escobar-Briones, A Boetius…","Global patterns and predictions of seafloor biomass using random forests",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=888139801319353780&as_sdt=5,30&sciodt=0,30&hl=en&num=20",856,2013-04-26,"HTML"
32,"JP Balhoff, WM Dahdul, CR Kothari, H Lapp…","Phenex: Ontological annotation of phenotypic diversity",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=4387829699785876130&as_sdt=5,30&sciodt=0,30&hl=en&num=20",875,2013-04-26,"HTML"
32,"BJ Hayes, PJ Bowman, AJ Chamberlain, K Savin…","A validated genome wide association study to breed cattle adapted to an environment altered by climate change",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=12863218009268263904&as_sdt=5,30&sciodt=0,30&hl=en&num=20",909,2013-04-26,"HTML"
32,"M Badadani, A Nalbandian, GD Watts, J Vesa…","VCP associated inclusion body myopathy and paget disease of bone knock-in mouse model exhibits tissue pathology typical of human disease",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=17145631126153198500&as_sdt=5,30&sciodt=0,30&hl=en&num=20",951,2013-04-26,"HTML"
32,"BP Wallace, AD DiMatteo, AB Bolten, MY Chaloupka…","Global conservation priorities for marine turtles",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=12350669538223406577&as_sdt=5,30&sciodt=0,30&hl=en&num=20",990,2013-04-26,"HTML"
31,"CC Daehler","Short lag times for invasive tropical plants: evidence from experimental plantings in Hawai'i",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=11597098647062289568&as_sdt=5,30&sciodt=0,30&hl=en&num=20",112,2013-04-26,"HTML"
31,"MR Henn, MB Sullivan, N Stange-Thomann…","Analysis of high-throughput sequencing and annotation strategies for phage genomes",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=11605674393073418434&as_sdt=5,30&sciodt=0,30&hl=en&num=20",185,2013-04-26,"HTML"
31,"D Mouillot, S Villéger, M Scherer-Lorenzen…","Functional structure of biological communities predicts ecosystem multifunctionality",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=2376208026545710309&as_sdt=5,30&sciodt=0,30&hl=en&num=20",207,2013-04-26,"HTML"
31,"CR McClain, L Lundsten, M Ream, J Barry…","Endemicity, biogeography, composition, and community structure on a Northeast Pacific seamount",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=495478045613842320&as_sdt=5,30&sciodt=0,30&hl=en&num=20",223,2013-04-26,"HTML"
31,"MA Ramakrishnan, ZJ Tu, S Singh, AK Chockalingam…","The feasibility of using high resolution genome sequencing of influenza A viruses to detect mixed infections and quasispecies",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=8784678640444326247&as_sdt=5,30&sciodt=0,30&hl=en&num=20",483,2013-04-26,"HTML"
31,"H Söderström, JD Järhult, B Olsen, RH Lindberg…","Detection of the antiviral drug oseltamivir in aquatic environments",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=7979675587963039145&as_sdt=5,30&sciodt=0,30&hl=en&num=20",623,2013-04-26,"HTML"
31,"B Padrón, A Traveset, T Biedenweg, D Díaz…","Impact of alien plant invaders on pollination networks in two archipelagos",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6484757752103612276&as_sdt=5,30&sciodt=0,30&hl=en&num=20",713,2013-04-26,"HTML"
31,"J Maina, TR McClanahan, V Venus, M Ateweberhan…","Global gradients of coral exposure to environmental stresses and implications for local management",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=10947266116938696388&as_sdt=5,30&sciodt=0,30&hl=en&num=20",792,2013-04-26,"HTML"
31,"DJ Thornhill, Y Xiang, WK Fitt, SR Santos","Reef endemism, host specificity and temporal stability in populations of symbiotic dinoflagellates from two ecologically dominant Caribbean corals",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=17026980134028158417&as_sdt=5,30&sciodt=0,30&hl=en&num=20",979,2013-04-26,"HTML"
30,"AM Neyrinck, S Possemiers, C Druart, T Van de Wiele…","Prebiotic effects of wheat arabinoxylan related to the increase in bifidobacteria, Roseburia and Bacteroides/Prevotella in diet-induced obese mice",2011,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=10651154642084166843&as_sdt=5,30&sciodt=0,30&hl=en&num=20",84,2013-04-26,"HTML"
30,"B Kolaczkowski, JW Thornton","Long-branch attraction bias and inconsistency in Bayesian phylogenetics",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=10265075892823416255&as_sdt=5,30&sciodt=0,30&hl=en&num=20",143,2013-04-26,"HTML"
30,"LZ Garamszegi, M Eens, J Török","Birds reveal their personality when singing",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=14828677695518292337&as_sdt=5,30&sciodt=0,30&hl=en&num=20",196,2013-04-26,"HTML"
30,"P Laiolo, M Vögeli, D Serrano, JL Tella","Song diversity predicts the viability of fragmented bird populations",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=79975306935813211&as_sdt=5,30&sciodt=0,30&hl=en&num=20",268,2013-04-26,"HTML"
30,"J Wei, L Wang, J Zhu, S Zhang, OI Nandi, L Kang","Plants attract parasitic wasps to defend themselves against insect pests by releasing hexenol",2007,"PLOS one","dx.plos.org","","http://scholar.google.com/scholar?cites=7401114383181896156&as_sdt=5,30&sciodt=0,30&hl=en&num=20",454,2013-04-26,"HTML"
30,"SL Zeller, O Kalinina, S Brunner, B Keller, B Schmid","Transgene× environment interactions in genetically modified wheat",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6660703904153536008&as_sdt=5,30&sciodt=0,30&hl=en&num=20",789,2013-04-26,"HTML"
30,"K Shiojiri, R Ozawa, S Kugimiya, M Uefune, M van Wijk…","Herbivore-specific, density-dependent induction of plant volatiles: honest or “cry wolf” signals?",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=5275814575320532523&as_sdt=5,30&sciodt=0,30&hl=en&num=20",834,2013-04-26,"HTML"
30,"EJ Stokes, S Strindberg, PC Bakabana, PW Elkan…","Monitoring great ape and elephant abundance at large spatial scales: measuring effectiveness of a conservation landscape",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=9923469193508643768&as_sdt=5,30&sciodt=0,30&hl=en&num=20",868,2013-04-26,"HTML"
30,"AJ Davies, JM Guinotte","Global habitat suitability for framework-forming cold-water corals",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=14071454230334845406&as_sdt=5,30&sciodt=0,30&hl=en&num=20",894,2013-04-26,"HTML"
30,"R Williams IV, JE Lim, B Harr, C Wing, R Walters…","A common and unstable copy number variant is associated with differences in Glo1 expression and anxiety-like behavior",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=13045029998710318200&as_sdt=5,30&sciodt=0,30&hl=en&num=20",969,2013-04-26,"HTML"
30,"J Lundholm, JS MacIvor, Z MacDougall, M Ranalli","Plant species and functional group combinations affect green roof ecosystem functions",2010,"Plos One","dx.plos.org","","http://scholar.google.com/scholar?cites=14067731144984364368&as_sdt=5,30&sciodt=0,30&hl=en&num=20",970,2013-04-26,"HTML"
29,"HF Dos Santos, JC Cury, FL Do Carmo, AL Dos Santos…","Mangrove bacterial diversity and the impact of oil contamination revealed by pyrosequencing: bacterial proxies for oil pollution",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=919592350100405174&as_sdt=5,30&sciodt=0,30&hl=en&num=20",32,2013-04-26,"HTML"
29,"MJ Angilletta, RS Wilson, AC Niehaus, MW Sears…","Urban physiology: city ants possess high heat tolerance",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6930846420403270468&as_sdt=5,30&sciodt=0,30&hl=en&num=20",109,2013-04-26,"HTML"
29,"SV Vollmer, DI Kline","Natural disease resistance in threatened staghorn corals",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=10642401313934647003&as_sdt=5,30&sciodt=0,30&hl=en&num=20",155,2013-04-26,"HTML"
29,"C Brönmark, C Skov, J Brodersen, PA Nilsson…","Seasonal migration determined by a trade-off between predator avoidance and growth",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=11392261267964447540&as_sdt=5,30&sciodt=0,30&hl=en&num=20",214,2013-04-26,"HTML"
29,"CE Lovelock, MC Ball, KC Martin, IC Feller","Nutrient enrichment increases mortality of mangroves",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=9061085750810173279&as_sdt=5,30&sciodt=0,30&hl=en&num=20",283,2013-04-26,"HTML"
29,"MA Brockhurst, N Colegrave, DJ Hodgson, A Buckling","Niche occupation limits adaptive radiation in experimental microcosms",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=18125492117390537213&as_sdt=5,30&sciodt=0,30&hl=en&num=20",286,2013-04-26,"HTML"
29,"S Diezmann, FS Dietrich","Saccharomyces cerevisiae: population divergence and resistance to oxidative stress in clinical, domesticated and wild isolates",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=8775382312660124109&as_sdt=5,30&sciodt=0,30&hl=en&num=20",343,2013-04-26,"HTML"
29,"T Thomas, FF Evans, D Schleheck, A Mai-Prochnow…","Analysis of the Pseudoalteromonas tunicata genome reveals properties of a surface-associated life style in the marine environment",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=5284539674029107218&as_sdt=5,30&sciodt=0,30&hl=en&num=20",971,2013-04-26,"HTML"
29,"C Erridge, SH Duncan, S Bereswill, MM Heimesaat","The induction of colitis and ileitis in mice is associated with marked increases in intestinal concentrations of stimulants of TLRs 2, 4, and 5",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=17677463496756859104&as_sdt=5,30&sciodt=0,30&hl=en&num=20",988,2013-04-26,"HTML"
29,"NT Hagen","Harmonic allocation of authorship credit: Source-level correction of bibliometric bias assures accurate publication and citation analysis",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=16647250285148565984&as_sdt=5,30&sciodt=0,30&hl=en&num=20",989,2013-04-26,"HTML"
28,"N Martínková, P Bačkor, T Bartonička, P Blažková…","Increasing incidence of Geomyces destructans fungus in bats from the Czech Republic and Slovakia",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=12718779050053954509&as_sdt=5,30&sciodt=0,30&hl=en&num=20",63,2013-04-26,"HTML"
28,"AE Reside, JJ VanDerWal, AS Kutt, GC Perkins","Weather, not climate, defines distributions of vagile bird species",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=8175166086524357990&as_sdt=5,30&sciodt=0,30&hl=en&num=20",269,2013-04-26,"HTML"
28,"CR White, N Day, PJ Butler, GR Martin","Vision and foraging in cormorants: more like herons than hawks?",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=11215287423427043085&as_sdt=5,30&sciodt=0,30&hl=en&num=20",347,2013-04-26,"HTML"
28,"KD Reed, JK Meece, JR Archer, AT Peterson","Ecologic niche modeling of Blastomyces dermatitidis in Wisconsin",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=14698033570675771316&as_sdt=5,30&sciodt=0,30&hl=en&num=20",407,2013-04-26,"HTML"
28,"AD Wallach, EG Ritchie, J Read, AJ O'Neill","More than mere numbers: the impact of lethal control on the social stability of a top-order predator",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=15947498975929980651&as_sdt=5,30&sciodt=0,30&hl=en&num=20",549,2013-04-26,"HTML"
28,"A Jones, R Berkelmans","Potential costs of acclimatization to a warmer climate: growth of a reef coral with heat tolerant vs. sensitive symbiont types",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=9643484175567263615&as_sdt=5,30&sciodt=0,30&hl=en&num=20",722,2013-04-26,"HTML"
28,"DJ Blackiston, ES Casey, MR Weiss","Retention of memory through metamorphosis: can a moth remember what it learned as a caterpillar?",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6192766898324470302&as_sdt=5,30&sciodt=0,30&hl=en&num=20",753,2013-04-26,"HTML"
28,"VM Stevens, S Pavoine, M Baguette","Variation within and between closely related species uncovers high intra-specific variability in dispersal",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=13754679823773263387&as_sdt=5,30&sciodt=0,30&hl=en&num=20",841,2013-04-26,"HTML"
27,"A Moustafa, AN Evans, DM Kulis, JD Hackett…","Transcriptome profiling of a toxic dinoflagellate reveals a gene-rich protist and a potential impact on gene expression due to bacterial presence",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=7255512983465331462&as_sdt=5,30&sciodt=0,30&hl=en&num=20",74,2013-04-26,"HTML"
27,"AO Vargas, T Kohlsdorf, JF Fallon, J VandenBrooks…","The evolution of HoxD-11 expression in the bird wing: insights from Alligator mississippiensis",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=6134538358938998182&as_sdt=5,30&sciodt=0,30&hl=en&num=20",76,2013-04-26,"HTML"
27,"K Matsuura, T Tamura, N Kobayashi, T Yashiro…","The antibacterial protein lysozyme identified as the termite egg recognition pheromone",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=9709646104496321040&as_sdt=5,30&sciodt=0,30&hl=en&num=20",256,2013-04-26,"HTML"
27,"GR Bortolotti, F Mougeot, J Martinez-Padilla…","Physiological stress mediates the honesty of social signals",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=9434827088312019029&as_sdt=5,30&sciodt=0,30&hl=en&num=20",291,2013-04-26,"HTML"
27,"DL Royer, LA Meyerson, KM Robertson, JM Adams","Phenotypic plasticity of leaf shape along a temperature gradient in Acer rubrum",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=5169948215120405645&as_sdt=5,30&sciodt=0,30&hl=en&num=20",375,2013-04-26,"HTML"
27,"G Merceron, G Escarguel, JM Angibault…","Can dental microwear textures record inter-individual dietary variations?",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=16489111019208333098&as_sdt=5,30&sciodt=0,30&hl=en&num=20",730,2013-04-26,"HTML"
27,"SW James, D Porco, T Decaëns, B Richard…","DNA barcoding reveals cryptic diversity in Lumbricus terrestris L., 1758 (Clitellata): resurrection of L. herculeus (Savigny, 1826)",2010,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=15937098975552897166&as_sdt=5,30&sciodt=0,30&hl=en&num=20",758,2013-04-26,"HTML"
27,"J Silvertown, L Cook, R Cameron, M Dodd…","Citizen science reveals unexpected continental-scale evolutionary change in a model organism",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=11228525703983868464&as_sdt=5,30&sciodt=0,30&hl=en&num=20",849,2013-04-26,"HTML"
27,"K Elfving, B Olsen, S Bergström, J Waldenström…","Dissemination of spotted fever rickettsia agents in Europe by migrating birds",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=14348044476260712409&as_sdt=5,30&sciodt=0,30&hl=en&num=20",961,2013-04-26,"HTML"
26,"M Möllenbeck, Y Zhou, ARO Cavalcanti, F Jönsson…","The pathway to detangle a scrambled gene",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=15158960870822831924&as_sdt=5,30&sciodt=0,30&hl=en&num=20",47,2013-04-26,"HTML"
26,"M Kuntner, JA Coddington","Discovery of the largest orbweaving spider species: the evolution of gigantism in Nephila",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=13886147252504935375&as_sdt=5,30&sciodt=0,30&hl=en&num=20",139,2013-04-26,"HTML"
26,"S Báez, SL Collins","Shrub invasion decreases diversity and alters community stability in northern Chihuahuan desert plant communities",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=10412016664343883107&as_sdt=5,30&sciodt=0,30&hl=en&num=20",200,2013-04-26,"HTML"
26,"LC Young, C Vanderlip, DC Duffy, V Afanasyev…","Bringing home the trash: do colony-based differences in foraging distribution lead to increased plastic ingestion in Laysan albatrosses?",2009,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=3354776750109014152&as_sdt=5,30&sciodt=0,30&hl=en&num=20",383,2013-04-26,"HTML"
26,"JL Strasburg, M Kearney, C Moritz, AR Templeton","Combining phylogeography with distribution modeling: multiple Pleistocene range expansions in a parthenogenetic gecko from the Australian arid zone",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=3668459523311134777&as_sdt=5,30&sciodt=0,30&hl=en&num=20",449,2013-04-26,"HTML"
26,"S Gao, X Chen, Q Yi, G Wang, G Pan, A Lin, G Peng","A strategy for the proliferation of Ulva prolifera, main causative species of green tides, with formation of sporangia by fragmentation",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=15664421052680683628&as_sdt=5,30&sciodt=0,30&hl=en&num=20",450,2013-04-26,"HTML"
26,"MH Becker, RN Harris","Cutaneous bacteria of the redback salamander prevent morbidity associated with a lethal disease",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=13476394381956287585&as_sdt=5,30&sciodt=0,30&hl=en&num=20",466,2013-04-26,"HTML"
26,"KS Delaney, SPD Riley, RN Fisher","A rapid, strong, and convergent genetic response to urban habitat fragmentation in four divergent and widespread vertebrates",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=13432108164625892225&as_sdt=5,30&sciodt=0,30&hl=en&num=20",470,2013-04-26,"HTML"
26,"Y Tremblay, PW Robinson, DP Costa","A parsimonious approach to modeling animal movement data",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=17495796045510577945&as_sdt=5,30&sciodt=0,30&hl=en&num=20",476,2013-04-26,"HTML"
26,"LZ Allen, T Ishoey, MA Novotny, JS McLean…","Single virus genomics: a new tool for virus discovery",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=7016597857884743944&as_sdt=5,30&sciodt=0,30&hl=en&num=20",528,2013-04-26,"HTML"
26,"M Alcaide, C Rico, S Ruiz, R Soriguer, J Muñoz…","Disentangling vector-borne transmission networks: a universal DNA barcoding method to identify vertebrate hosts from arthropod bloodmeals",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=11322913228676089713&as_sdt=5,30&sciodt=0,30&hl=en&num=20",544,2013-04-26,"HTML"
26,"JE Aukema, B Leung, K Kovacs, C Chivers, KO Britton…","Economic impacts of non-native forest insects in the continental United States",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=17050667929583850203&as_sdt=5,30&sciodt=0,30&hl=en&num=20",629,2013-04-26,"HTML"
26,"TJ Webb, RP Freckleton","Only half right: species with female-biased sexual size dimorphism consistently break Rensch's rule",2007,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=11560847486282245611&as_sdt=5,30&sciodt=0,30&hl=en&num=20",765,2013-04-26,"HTML"
26,"HC Rosenbaum, C Pomilla, M Mendez, MS Leslie…","Population structure of humpback whales from their breeding grounds in the South Atlantic and Indian Oceans",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=13222772125000815719&as_sdt=5,30&sciodt=0,30&hl=en&num=20",802,2013-04-26,"HTML"
26,"U Tobler, BR Schmidt","Within-and among-population variation in chytridiomycosis-induced mortality in the toad Alytes obstetricans",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=11900104742065787706&as_sdt=5,30&sciodt=0,30&hl=en&num=20",824,2013-04-26,"HTML"
26,"K Zouache, D Voronin, V Tran-Van, L Mousson…","Persistent Wolbachia and cultivable bacteria infection in the reproductive and somatic tissues of the mosquito vector Aedes albopictus",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=18066242185007908591&as_sdt=5,30&sciodt=0,30&hl=en&num=20",995,2013-04-26,"HTML"
25,"S Barot, M Blouin, S Fontaine, P Jouquet, JC Lata…","A tale of four stories: soil ecology, theory, evolution and the publication system",2007,"Plos One","dx.plos.org","","http://scholar.google.com/scholar?cites=17493760296196402936&as_sdt=5,30&sciodt=0,30&hl=en&num=20",7,2013-04-26,"HTML"
25,"J Cebrian, JB Shurin, ET Borer, BJ Cardinale, JT Ngai…","Producer nutritional quality controls ecosystem trophic structure",2009,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=13482252184370310738&as_sdt=5,30&sciodt=0,30&hl=en&num=20",159,2013-04-26,"HTML"
25,"SA Smith, DC Tank, LA Boulanger, CA Bascom-Slack…","Bioactive endophytes warrant intensified exploration and conservation",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=10951174350664337926&as_sdt=5,30&sciodt=0,30&hl=en&num=20",218,2013-04-26,"HTML"
25,"CS Goldberg, DS Pilliod, RS Arkle, LP Waits","Molecular detection of vertebrates in stream water: a demonstration using Rocky Mountain tailed frogs and Idaho giant salamanders",2011,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=14495625977780262943&as_sdt=5,30&sciodt=0,30&hl=en&num=20",242,2013-04-26,"HTML"
25,"J Bourke, S Wroe, K Moreno, C McHenry, P Clausen","Effects of gape and tooth position on bite force and skull stress in the dingo (Canis lupus dingo) using a 3-dimensional finite element approach",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=5168342178856218810&as_sdt=5,30&sciodt=0,30&hl=en&num=20",243,2013-04-26,"HTML"
25,"MC Wimberly, MB Hildreth, SP Boyte, E Lindquist…","Ecological niche of the 2003 west nile virus epidemic in the northern great plains of the United States",2008,"PLoS one","dx.plos.org","","http://scholar.google.com/scholar?cites=13871689713935158810&as_sdt=5,30&sciodt=0,30&hl=en&num=20",372,2013-04-26,"HTML"
25,"KA Young, J Snoeks, O Seehausen","Morphological diversity and the roles of contingency, chance and determinism in African cichlid radiations",2009,"PLOS one","dx.plos.org","","http://scholar.google.com/scholar?cites=16275471684614752180&as_sdt=5,30&sciodt=0,30&hl=en&num=20",441,2013-04-26,"HTML"
25,"N Eisenhauer, A Milcu, ACW Sabais, S Scheu","Animal ecosystem engineers modulate the diversity-invasibility relationship",2008,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=15216808174069811390&as_sdt=5,30&sciodt=0,30&hl=en&num=20",446,2013-04-26,"HTML"
25,"WJ Cooper, K Parsons, A McIntyre, B Kern…","Bentho-pelagic divergence of cichlid feeding architecture was prodigious and consistent during multiple adaptive radiations within African Rift-Lakes",2010,"PLoS One","dx.plos.org","","http://scholar.google.com/scholar?cites=3917959075608195663&as_sdt=5,30&sciodt=0,30&hl=en&num=20",691,2013-04-26,"HTML"
